id	filename	md5	size	state
2f04f452-8499-4564-90be-b316ba6dc403	TCGA-91-6847-11A-01-TS1.bed7fd2b-0ae1-4903-8da2-437a0a827b0b.svs	fe6d97c232545f7a55187233f0ee13d0	142923587	validated
acdc782f-0324-4035-8d81-b738f3eea6e4	TCGA-77-7141-01A-01-BS1.7297984f-7c3d-469f-96b9-d68adb62eeb9.svs	837b814fd6c36d974238f96a840f565d	106062109	validated
acc1f1e5-56b5-4468-bf25-d069ae776b7b	TCGA-44-3917-01B-01-BS1.CB6E28E3-D426-4A88-941A-63C65B869B15.svs	59904358a7ad01d651a3ce3f749d50e4	293494387	validated
acc91a4f-b141-453a-bb77-0032a95e66a5	TCGA-22-4596-11A-01-BS1.dec4a7e7-063b-44e0-9ae7-e93d00486819.svs	7c1e3fa4dc4cdb2d3b5dd9e86ef52afc	14466567	validated
2f5bb254-6b6f-47d0-b3b2-eccfb5cf6553	TCGA-33-4586-01Z-00-DX2.a9798fe4-8db9-41d7-8d00-eb2a9eef1bc0.svs	f3099326e2a39086adf8fc5346a61876	944150231	validated
2f7d3a64-7cfc-4825-abc7-1b77cd3bc69f	TCGA-66-2789-01A-01-BS1.515329c2-2c6c-4254-88d8-a26b5d72adec.svs	11ebb26a5814b00158f7c00ca7b3472c	96791347	validated
ad1c4055-c676-450b-84fe-2df6b0164537	TCGA-44-7670-01Z-00-DX1.2a981dd6-0063-438e-b20e-b180b16e2b23.svs	4727167f72f8386e36aa860b9a7683ed	320838017	validated
2f900937-0ba4-4520-a7ca-b3b94f0ac7fa	TCGA-78-7540-01A-01-TS1.aa2d97a4-60a1-496f-b7c3-58b887d174ce.svs	bbaeeb312a3348996dfa0a2a3b6dca88	41454569	validated
2f90256b-1386-4e10-a5a2-c372e45f2538	TCGA-53-7624-01A-01-TS1.c2f2da76-bd62-4025-b9e5-80ea33043acc.svs	29238e9e596474c0fa784b387ff11d72	1339911679	validated
2f9acd02-6e70-482f-a1fb-9f72a3cdcc28	TCGA-55-A4DF-01A-01-TS1.2FFEFF28-381E-4855-8FF0-6EFBC055DBBE.svs	aaa957d64259d4dab84a89535456c70e	395054247	validated
2fa81f2a-8586-440b-b3dc-8fa6ba85ce81	TCGA-66-2765-11A-01-BS1.03683356-18f2-4deb-a6ff-867648b60e76.svs	ccbf67051f36e61d84200f0e5712fdd9	77619965	validated
2fc4c7d1-6a18-4c17-96a9-a024cef90a90	TCGA-44-6144-01A-01-BS1.18f68ab2-5f50-4578-bc9d-6b96b319755d.svs	0b404f3c9eee73e67869578faf3a9ed5	92389399	validated
2fd6bcbd-8006-452d-8767-d0af6fdf65bd	TCGA-18-3416-11A-01-BS1.3c05b988-8eb1-4dd6-811f-e77747e164c4.svs	ba837fd46c2e44040747ef2c307c70ce	45289497	validated
2fd44555-5e08-4e3c-ae65-2266bb02ee08	TCGA-49-4488-01Z-00-DX6.3ce306b2-1b00-48f7-8288-c24069037a9c.svs	0d009edc21c77228e4cd86405ff89e73	269926517	validated
2fe585b0-ca89-4ff5-a3eb-390e909953bc	TCGA-05-4418-01A-01-BS1.929cb56b-2bb8-4698-9bde-9073c3dbe831.svs	2a9ee10c10beaa40d10c8e5f9b22344a	160248263	validated
2fed8bb6-ecec-48e6-86cf-0e2907353bba	TCGA-22-4607-01A-01-TS1.4c2446a1-63d0-42f8-8674-0e052303f2fc.svs	10cfda2f7f08841f15dcdac351737338	154966059	validated
302daca6-4dfd-459d-bac4-7595de3b9faa	TCGA-33-4538-01A-01-BS1.8d99e65d-7223-4edb-ba6c-8ec71e13d4a2.svs	6bd27d5df74337597c290ee064458353	47482191	validated
3013cd24-fe88-45f7-b686-7a521ddba5d6	TCGA-44-6778-11A-01-TS1.daddbd1e-b7b8-42e8-bd2b-f1ed8eb7b5b3.svs	75617af57465c6671e3059f63df91ee4	89445761	validated
303daad7-1c2f-4e34-8400-b3182bf0bf6d	TCGA-97-A4M7-01Z-00-DX2.9D0A8A7E-5A84-439B-B3D1-DFA22BC6ED87.svs	ed0946291518cfb8e70309b8ff9cbf30	1830600091	validated
3041d5a1-f53b-419f-8465-7b6acf75bfca	TCGA-77-8146-01Z-00-DX1.19213f57-1890-4e56-9909-86e506be1833.svs	ad14254f3f22027180c27e7106ebd7f2	1301005977	validated
304fc295-f208-40b6-8d66-b5cef921ade0	TCGA-73-7498-01Z-00-DX1.5313bba9-7f6a-49b4-8d6e-a0f46a04f189.svs	4b217c19d5abefea13208c6e13cc10f2	587795413	validated
3057a4a6-a497-4292-a5c5-7b9e893ffc25	TCGA-55-A48Y-01A-01-TS1.7E687316-BAFB-47A4-90C6-35BCDDA253CD.svs	25d933e20f74d929e55cab6e0c310463	136109876	validated
30541f5b-cef2-41db-90b0-802fbd76cb0f	TCGA-66-2767-11A-01-TS1.1e1b414c-2679-4b0e-8f02-36d7c08424af.svs	4e39624818721a88fdbcad21e33cff77	76052973	validated
30716dcc-7b88-4c30-bb78-86d4654e4895	TCGA-62-8402-11A-01-TS1.32caf315-7a45-400d-97be-6543bbc79a59.svs	2c5a44935665c82b5ba0d852992b8a58	144017393	validated
adfa9747-cd57-4a1f-ab67-c2890c4f689a	TCGA-38-4626-11A-01-TS1.ec7af6b6-9a36-4f33-b2b2-1fcb7092ae5a.svs	f6ecf335cf65b99638a23a5b5be1a064	39225993	validated
3093fd74-70e8-48f9-914f-6e1a5b44c343	TCGA-37-4135-01Z-00-DX1.3f193ee1-530c-4f37-a669-56af75bba8db.svs	e02fc986678e415885064355947d220c	717770757	validated
30489618-b4bf-404c-8a3a-98c9b18bc5ec	TCGA-62-A46S-01Z-00-DX1.7A8A6F38-76EA-4F43-BC03-1C42E6787E33.svs	ddc1cc449f0464ed36e56af1c955196b	1015539568	validated
304ede0a-bfec-43ff-89eb-bb352168b267	TCGA-95-7944-01Z-00-DX1.E66A3565-7B0D-412B-9C0C-81D7397E8B87.svs	67b8f28d5599b81d7f5734d60d4286a9	1685224050	validated
30954cd6-73ec-4111-a96d-12f27eff1e6b	TCGA-64-5775-01A-01-BS1.45143fe3-93c8-4aea-90b7-e09d861b5ef2.svs	7e7aeffe04069d64ba0fa47040f67b1d	144763107	validated
2f1e16a1-9e88-4146-b49f-606ebe9b7eba	TCGA-78-7154-01A-01-TS1.da270c1b-b487-44e8-b9a0-0394e06dcdad.svs	73e04d763269754622200ae2ce873517	54959325	validated
ae365346-f0d4-4c44-af68-e02424c1d119	TCGA-05-4417-01A-01-BS1.77504096-c1dd-4bbf-ab1a-c12fde152fc1.svs	b2102f1a47f885015110e39315dd6789	156348691	validated
ae3439ad-51ca-469c-92e6-c3f7df9dec6f	TCGA-33-6737-01A-01-BS1.5719c663-5369-4bb1-9a9b-7be322d7d622.svs	a435be9965670f3c5c0c43110a592f48	100775755	validated
ae4a5d27-22e4-4e3b-ac8b-bd54c2740f80	TCGA-MF-A522-01A-01-TS1.8C295648-89A7-4043-AFF3-9397012B3669.svs	861151a8c8bc0a223dcdb5f3dc85bd7f	223828307	validated
ae5ef0b8-ff42-45eb-afe6-b1246e5113d3	TCGA-43-6770-11A-01-TS1.7f0194e6-56a3-4289-ae27-8c39c878e220.svs	c7b9afa353ad87b91daa2dd1e3854f55	293121081	validated
31042170-0699-45f1-a9c5-0fa602dc9299	TCGA-86-7953-01A-01-BS1.12a70470-317a-4a67-a853-dc5f7e3f673c.svs	4fb9d912840c77211bef5143ac77d436	385027169	validated
3118cdd9-4d0d-4842-8694-046323f8f4a4	TCGA-55-6543-01Z-00-DX1.08806fe0-84d3-4fd6-8746-6cf557241958.svs	f4ff633e092bd895d38ab34d9c02c6dd	382128487	validated
aea221ca-9ed0-4b3a-944d-03df68678ca5	TCGA-46-3768-01A-01-TS1.5403a393-7958-4d55-9d27-b0d04373aaa5.svs	3957fcc642745db1077d162bd287200e	62830189	validated
31a873ff-0027-44d2-88d7-89b28d4a329a	TCGA-91-6836-01A-01-BS1.c79514db-1baa-4969-8549-272cde47ff75.svs	c32aca81328f52545141ac82a74a93cf	65457553	validated
31bb4f11-b423-45dc-9bc1-35d7289d6ad3	TCGA-50-5946-01A-01-TS1.170a5930-074d-41cc-a426-a0bcb9a47054.svs	8f6a4d26584f0b0fce75c0b34b65440c	364020467	validated
31bb53b3-ea96-43c4-b672-7069a6cca1bc	TCGA-44-2657-01Z-00-DX1.b7f608bd-2381-40a2-a757-ca4648a7de8a.svs	fd32d9824db0f3e72e50dd03274435c4	150729081	validated
31c7b0d1-b6bd-43fe-b60f-b5981e922c4e	TCGA-75-5147-01A-01-TS1.a9012624-dfdd-4067-9a7e-20ca9314b28f.svs	8a93127a1f281b7de809aaa69c1facf5	41782725	validated
31e5cf83-854e-41b7-8717-342d40c1b10f	TCGA-44-3918-01B-01-BS1.B0A5703D-4C07-4F25-A6D3-D240BD970D5E.svs	05df644e7fa6331906767cd38a3ff117	481004545	validated
31e66248-379b-4da7-9db7-64c64565a246	TCGA-49-6743-01Z-00-DX2.f6b71e89-19ff-4d9b-a3f1-3a52949f1dc7.svs	a317983f6d10f1cee84968b1228ba984	1293795815	validated
321a35b2-6b12-4dff-befb-43b840a87d3c	TCGA-05-4402-01A-01-BS1.7d2bb641-7bf8-4806-a3da-3b3a10760c1f.svs	010987167e9e616db47c1cc3b8b410a7	143344573	validated
3236a253-1fa4-497e-8e0e-7a99ba5d353c	TCGA-39-5035-01A-01-TS1.a360a0a1-8ef2-48d4-88f0-37b9a6e37c6e.svs	060218049018e4366d194790dd6f9c60	495843823	validated
324d4369-99cf-4055-b995-ed9c8be63b79	TCGA-62-8397-01A-01-TS1.faf5296f-faaf-4d36-8f49-488aa9828182.svs	14544009eff80749d09cc9b3a2b7397a	309946671	validated
afe214c3-8aa6-4d57-85e7-e63379ee1f96	TCGA-50-7109-01A-01-TS1.320c877a-f0ad-4d94-94c5-272bd52798f8.svs	4d4a7ae2cb480fe4e5fdc66641ccbfb3	143901859	validated
aff1e6f5-603c-45f7-859f-822fad0a0460	TCGA-44-2668-01B-01-BS1.A6278F3D-FCA6-4FEE-B5EB-AB16759649F3.svs	34542c68376dc07c6bbbf72a2a93da00	65448753	validated
328c4a01-85c3-4a5c-8d19-8a0369ef59e6	TCGA-05-4433-01A-02-BS2.d9965553-5b9d-48b0-bf8c-4efb3515066c.svs	9bc1d9136ede1a51597e47242d0835aa	80180965	validated
b011df75-6858-43c5-9c77-250e307fa74b	TCGA-05-4395-01A-01-TS1.5765cb40-0523-4969-ae42-54e3f18b27a6.svs	83b55a3bf1ca4d4a12ae7918909b0803	59086331	validated
b01994c0-6787-4ca0-84d8-f802b33142c7	TCGA-49-4512-11A-01-TS1.aed40659-2423-41d8-8d99-1c78268fcb9e.svs	f3f6d7b91197d3062d1ad7c52145f5ed	121100667	validated
32afadea-50d6-4df1-95da-14b3aa829aac	TCGA-85-8351-01Z-00-DX1.E3340212-A6C4-4CB4-89A3-E632D3481BE4.svs	cd11a09231664245924e949a03a331b0	488902281	validated
b0307717-b682-411b-bfcc-4353abaa5b12	TCGA-18-3407-11A-01-TS1.79911757-f4d7-4e20-91f4-5779d076c666.svs	e2e1d425784605e98aa9878087408f41	79191721	validated
32cc4f1b-c416-4689-980a-78624d89d4eb	TCGA-44-2655-11A-01-TS1.1f824b99-5455-4bab-b491-e993d9f370af.svs	57070bae852550ffc761799615128097	18249575	validated
32de666b-7e8f-4c17-8c0c-0886ef1a588a	TCGA-22-4593-11A-01-BS1.c2e5e220-c57c-481f-8d8f-cc5dd01b38b9.svs	8dafc57a60ee82c418a3eca76d87fad5	20853941	validated
32f59558-a553-4b77-8dda-350a5ee4e18b	TCGA-77-8144-01A-01-TS1.d2ea13f7-6be7-4ffc-8885-3e5c38f3680e.svs	d6e434b4ed23b967de3d08fff5e09b68	60117615	validated
3300b287-04a9-44f4-b6a5-46c68534c006	TCGA-18-3406-11A-01-BS1.6e0942b1-b368-4b8a-8016-cea4405d8abb.svs	b8052a965b40b9ae0bc4a80fb67966cd	73613407	validated
330e00db-f9da-45ed-81ad-461e0e5b63da	TCGA-18-3411-11A-01-TS1.16765476-ae6c-4777-9d27-768bd0fd7d84.svs	e70a5a1b1c55724158cee30342761d90	93731703	validated
332eb3f0-9893-4619-9605-48555db39b9c	TCGA-43-8115-11A-01-TS1.9768f841-76f0-43d3-b549-8ca39ace00b6.svs	c3981512ca2140014e180f0e416e7a79	108352673	validated
3335b9bd-6cc4-462c-afe6-69ab52f6427e	TCGA-85-A511-01A-02-TSB.0FA45307-7E1F-41C0-BF94-181F562BAECB.svs	cf3a9f162ccccb9ec97ae62aae2dc05f	279959749	validated
3357f077-5581-43ac-8f07-c90c02ea4dc7	TCGA-66-2780-01Z-00-DX1.895b75f9-6127-49f9-8106-0161b5de18ec.svs	5c26a0f205e1a66b4478c20f826bd2a6	243062837	validated
334baa96-62df-4db7-88d6-bcec200bd5fa	TCGA-66-2754-11A-01-BS1.2523c215-fbae-42f1-b92d-1f89551ca6e9.svs	c0414a4a7d72a4f207350dd2091c8da5	78669449	validated
335772a1-45a4-4e08-b26a-bfe3165e6e8c	TCGA-33-A5GW-01Z-00-DX2.8E12990B-CA60-4C94-9309-9A0DA6C63588.svs	0e64eda91de6b6f6d64283d7dfa0c016	1409043859	validated
336fdd3f-45c7-4c95-938b-2642c74810b8	TCGA-55-8621-01A-01-TS1.a1eca950-00a8-4d11-9233-0a04c29bf128.svs	2db3ea61576bd68bf088ea61e4c973d1	39486091	validated
335bccf6-fe40-4a67-8163-b1477fa7559c	TCGA-56-6545-01A-01-TS1.0507025c-412e-48df-b2bf-72985ac0e764.svs	c023a6546c1666f52e95fcc4bc0d03a9	206330757	validated
33872a17-9cfb-444b-b62e-2b73d93e42e5	TCGA-63-7022-01A-01-BS1.b7eeb711-cd00-4172-ba09-a7f5c5eed805.svs	8c37d3bbf0e7ae90ef88fa8b41f8276e	105909287	validated
b0efb76c-9ae4-4291-bcc3-6abc28e51867	TCGA-43-8115-01A-01-BS1.9ddf5647-9e2b-4f20-b6f6-4e22bb7798a8.svs	1f8b5174d29cdef7a5edcd417b8f3c06	573906591	validated
33a944f1-a501-476b-a022-f3c0ed1266b0	TCGA-44-2657-01A-01-TS1.cee29017-5940-4c9c-89b8-8687aa6f9f5a.svs	40bc46e67700cca5b40ec4c75d184c53	20278865	validated
33899cff-7c16-4ede-a1d4-ad7b4c4847be	TCGA-75-6203-01A-01-BS1.16ef47e4-eb98-40c3-98c6-2c0ca500db68.svs	603fa8acd3c252691d1cc7aaf1b339a0	53844763	validated
33cdd527-f74e-49a1-9fc2-7aea88214c8b	TCGA-50-8460-01A-01-BS1.b6aaca18-0faf-42f9-a1ad-5b2547e7a5d6.svs	544274876e6e03a29576441b230d0c7e	68505017	validated
33d86e79-7c8b-45fd-9d37-c4c4884c84d6	TCGA-18-3421-01A-01-TS1.de5fc45f-2235-460b-8c7f-d5dd9accb257.svs	502fa12a6ea9eb922ea89614c7c80527	95708253	validated
33b1961c-32f8-4019-837c-ffc991e5a6ac	TCGA-05-4420-01A-01-BS1.d5af72a1-39d5-4060-93ee-aafefce8622d.svs	99f77f56a77f727d8c67a5ec0fa9f8b2	111034035	validated
33b8af43-091a-4bc6-9711-37dacfde5dc8	TCGA-80-5608-01Z-00-DX1.CB85BA53-AF00-4C7D-8489-C2FF0F4F49AB.svs	c87220af6f6684a444d32524e688b301	149686260	validated
346c52fd-5b22-4f63-b1c1-63e945d83b04	TCGA-33-4583-01A-01-TS1.830e38ec-cc85-411b-8675-74a6214f8735.svs	ae163b76123322cba64ff5c86e1cd913	125782183	validated
33efd1f2-4d7c-4b4c-82b9-560ef47b6f9f	TCGA-77-7338-01A-01-BS1.654045da-6384-4961-ac15-6afb85bf073b.svs	266d4927d5b58c0565c6388756dc30ef	135725917	validated
3474218c-1681-4208-b6a6-7295b1df678d	TCGA-49-6745-01Z-00-DX4.48b4bbb5-4214-4bfb-91e8-bddfa2f03c92.svs	909c242f62dbe906ae13a3d32b17e49c	1691777129	validated
34ba9142-8462-43ea-adc6-ca4ddc7f7b6b	TCGA-39-5030-01A-01-TS1.75e7cc0c-6dfa-45cb-b948-8ecfdb8fca28.svs	f1b7e3fec776feddbddc22257cf25591	485472367	validated
340b198d-fef6-465f-a28d-829f1e2e0af9	TCGA-22-4595-01A-01-TS1.e57256ae-0a9b-4cf3-ba08-9191c3217cb8.svs	76c29910094ca544eaff7de620c85316	77665771	validated
34a4946e-e00a-4453-8d76-459ffd5070bb	TCGA-46-3768-01A-01-BS1.dd66a361-8110-4017-a2ba-1c1951d99679.svs	63ec7ac41cc999f3d6f9a0a4eab8f450	76753153	validated
44a904a7-b6de-4d79-9aac-4e6b4041fe13	TCGA-50-6591-11A-01-TS1.b061aa18-a6ab-446b-9279-5e4eb6bcf546.svs	3654f260baa5f4a641c2aaf9e5dc8a4e	122639271	validated
c20f4494-5e55-4303-bb9a-f2c066b5c6ac	TCGA-46-6025-01A-01-TS1.4bb881c2-54ea-4b38-99f1-f4a70ddd5207.svs	a7ebb999847be9fa6cab8911a87fa139	250693465	validated
b1bd4e23-6ce6-4608-bed7-314427a19a11	TCGA-05-4249-01A-01-BS1.38c41760-cc43-4904-9575-803d1d92b992.svs	3102f90297210a4132294b5e50202fea	138659553	validated
44b058f3-57c6-4fd6-9fb2-e829be439124	TCGA-56-7730-11A-01-TS1.b8a8026a-7265-443f-9c78-534bbae10c4a.svs	e6b952ad4f60c6851ffaec7c6075e319	95173037	validated
b1bb76d0-fd93-40b8-addf-e0538e998142	TCGA-85-A50M-01A-02-TSB.C1119D51-07FE-4BBB-A713-78833AA64C0D.svs	c93e53f9ee98ff6ab5de1eeba8bc6918	177174209	validated
4498250b-1fc0-4450-870f-795fc61fb3af	TCGA-56-A4BW-01A-01-TS1.CF388F43-5201-4D9C-87A9-330ECF7581FE.svs	f473f008e5d71e52cf15fa7c336a7e67	95523736	validated
34fcb482-2783-4cd2-a38b-eee88e40cc6e	TCGA-99-8025-01A-01-TS1.c94ae7e9-42a9-4a34-a676-7397b5b48c82.svs	ae2b8f2d279fd5889579ea8e74ceffb6	156376451	validated
